url_length,body_length,entropy,n_params,has_suspicious_chars,req_per_minute
37.0,62.0,4.715476576267442,0.0,0.0,23.0
22.0,0.0,3.481714572986073,0.0,0.0,4.0
32.0,0.0,3.715018266288633,0.0,0.0,8.0
22.0,0.0,3.481714572986073,0.0,0.0,11.0
38.0,0.0,3.96558393572778,0.0,0.0,5.0
29.0,0.0,3.978333581185264,0.0,0.0,10.0
22.0,0.0,3.481714572986073,0.0,0.0,11.0
38.0,0.0,4.0380809752583975,0.0,0.0,3.0
38.0,0.0,3.96558393572778,0.0,0.0,9.0
38.0,0.0,3.96558393572778,0.0,0.0,19.0
37.0,62.0,4.715476576267442,0.0,0.0,10.0
38.0,0.0,4.0380809752583975,0.0,0.0,15.0
36.0,0.0,3.8718956694089632,0.0,0.0,17.0
22.0,0.0,3.481714572986073,0.0,0.0,15.0
29.0,0.0,3.978333581185264,0.0,0.0,17.0
50.0,0.0,4.214177320667443,0.0,0.0,4.0
38.0,0.0,3.96558393572778,0.0,0.0,14.0
22.0,0.0,3.481714572986073,0.0,0.0,9.0
38.0,0.0,3.96558393572778,0.0,0.0,22.0
50.0,0.0,4.214177320667443,0.0,0.0,16.0
29.0,0.0,3.978333581185264,0.0,0.0,15.0
50.0,0.0,4.214177320667443,0.0,0.0,10.0
50.0,0.0,4.214177320667443,0.0,0.0,11.0
32.0,0.0,3.715018266288633,0.0,0.0,20.0
36.0,0.0,3.948420322246837,0.0,0.0,12.0
36.0,0.0,4.027719015921097,0.0,0.0,14.0
38.0,0.0,3.96558393572778,0.0,0.0,12.0
36.0,0.0,3.948420322246837,0.0,0.0,7.0
36.0,0.0,4.027719015921097,0.0,0.0,14.0
29.0,0.0,3.978333581185264,0.0,0.0,23.0
49.0,0.0,4.224118711718932,1.0,0.0,4.0
32.0,0.0,3.715018266288633,0.0,0.0,21.0
50.0,0.0,4.214177320667443,0.0,0.0,17.0
36.0,0.0,4.027719015921097,0.0,0.0,15.0
38.0,0.0,4.0380809752583975,0.0,0.0,20.0
50.0,0.0,4.214177320667443,0.0,0.0,21.0
38.0,0.0,3.96558393572778,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,15.0
38.0,0.0,4.0380809752583975,0.0,0.0,20.0
38.0,0.0,3.96558393572778,0.0,0.0,13.0
32.0,0.0,3.715018266288633,0.0,0.0,17.0
38.0,0.0,4.0380809752583975,0.0,0.0,7.0
32.0,0.0,3.715018266288633,0.0,0.0,24.0
37.0,62.0,4.675072535863402,0.0,0.0,19.0
22.0,0.0,3.481714572986073,0.0,0.0,9.0
38.0,0.0,3.96558393572778,0.0,0.0,15.0
22.0,0.0,3.481714572986073,0.0,0.0,15.0
36.0,0.0,4.027719015921097,0.0,0.0,25.0
50.0,0.0,4.214177320667443,0.0,0.0,17.0
29.0,0.0,3.978333581185264,0.0,0.0,24.0
32.0,0.0,3.715018266288633,0.0,0.0,6.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
38.0,0.0,3.96558393572778,0.0,0.0,22.0
29.0,0.0,3.978333581185264,0.0,0.0,6.0
38.0,0.0,3.96558393572778,0.0,0.0,15.0
50.0,0.0,4.214177320667443,0.0,0.0,13.0
37.0,60.0,4.667189910873677,0.0,0.0,7.0
49.0,0.0,4.125042120448045,1.0,0.0,7.0
32.0,0.0,3.715018266288633,0.0,0.0,6.0
32.0,0.0,3.715018266288633,0.0,0.0,6.0
29.0,0.0,3.978333581185264,0.0,0.0,8.0
36.0,0.0,4.027719015921097,0.0,0.0,15.0
36.0,0.0,4.027719015921097,0.0,0.0,20.0
50.0,0.0,4.214177320667443,0.0,0.0,13.0
22.0,0.0,3.481714572986073,0.0,0.0,15.0
37.0,60.0,4.667189910873677,0.0,0.0,6.0
29.0,0.0,3.978333581185264,0.0,0.0,12.0
37.0,62.0,4.675072535863402,0.0,0.0,16.0
38.0,0.0,3.96558393572778,0.0,0.0,18.0
29.0,0.0,3.978333581185264,0.0,0.0,15.0
38.0,0.0,3.96558393572778,0.0,0.0,25.0
36.0,0.0,4.027719015921097,0.0,0.0,4.0
38.0,0.0,3.96558393572778,0.0,0.0,19.0
50.0,0.0,4.073786320494365,1.0,0.0,16.0
38.0,0.0,3.96558393572778,0.0,0.0,20.0
36.0,0.0,3.948420322246837,0.0,0.0,22.0
38.0,0.0,3.985449396311029,0.0,0.0,8.0
32.0,0.0,3.715018266288633,0.0,0.0,5.0
22.0,0.0,3.481714572986073,0.0,0.0,6.0
50.0,0.0,4.214177320667443,0.0,0.0,3.0
38.0,0.0,3.96558393572778,0.0,0.0,25.0
38.0,0.0,3.96558393572778,0.0,0.0,10.0
50.0,0.0,4.214177320667443,0.0,0.0,21.0
50.0,0.0,4.214177320667443,0.0,0.0,6.0
29.0,0.0,3.978333581185264,0.0,0.0,7.0
36.0,0.0,4.027719015921097,0.0,0.0,8.0
50.0,0.0,4.183981820580904,1.0,0.0,11.0
50.0,0.0,4.214177320667443,0.0,0.0,5.0
36.0,0.0,4.027719015921097,0.0,0.0,25.0
38.0,0.0,3.96558393572778,0.0,0.0,12.0
37.0,62.0,4.715476576267442,0.0,0.0,22.0
38.0,0.0,4.0380809752583975,0.0,0.0,5.0
36.0,0.0,4.027719015921097,0.0,0.0,3.0
22.0,0.0,3.481714572986073,0.0,0.0,3.0
38.0,0.0,3.96558393572778,0.0,0.0,18.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
37.0,0.0,3.9669082723576783,0.0,0.0,14.0
36.0,0.0,3.948420322246837,0.0,0.0,15.0
38.0,0.0,3.96558393572778,0.0,0.0,11.0
36.0,0.0,4.027719015921097,0.0,0.0,7.0
50.0,0.0,4.214177320667443,0.0,0.0,25.0
38.0,0.0,3.96558393572778,0.0,0.0,15.0
22.0,0.0,3.481714572986073,0.0,0.0,15.0
36.0,0.0,4.027719015921097,0.0,0.0,25.0
50.0,0.0,4.214177320667443,0.0,0.0,15.0
29.0,0.0,3.978333581185264,0.0,0.0,15.0
29.0,0.0,3.978333581185264,0.0,0.0,24.0
53.0,0.0,4.176244398760794,1.0,0.0,24.0
36.0,0.0,3.948420322246837,0.0,0.0,16.0
32.0,0.0,3.715018266288633,0.0,0.0,3.0
22.0,0.0,3.481714572986073,0.0,0.0,5.0
35.0,0.0,3.8728782040581913,0.0,0.0,25.0
32.0,0.0,3.715018266288633,0.0,0.0,3.0
37.0,62.0,4.715476576267442,0.0,0.0,3.0
37.0,62.0,4.715476576267442,0.0,0.0,11.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
32.0,0.0,3.715018266288633,0.0,0.0,8.0
29.0,0.0,3.978333581185264,0.0,0.0,16.0
37.0,0.0,3.8924518533802868,0.0,0.0,23.0
22.0,0.0,3.481714572986073,0.0,0.0,20.0
36.0,0.0,3.8718956694089632,0.0,0.0,19.0
38.0,0.0,3.893086896197162,0.0,0.0,8.0
38.0,0.0,3.985449396311029,0.0,0.0,13.0
37.0,62.0,4.715476576267442,0.0,0.0,21.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
22.0,0.0,3.481714572986073,0.0,0.0,11.0
36.0,0.0,4.027719015921097,0.0,0.0,21.0
29.0,0.0,3.978333581185264,0.0,0.0,12.0
53.0,0.0,4.131630663353241,1.0,0.0,9.0
50.0,0.0,4.214177320667443,0.0,0.0,11.0
50.0,0.0,4.214177320667443,0.0,0.0,5.0
22.0,0.0,3.481714572986073,0.0,0.0,18.0
50.0,0.0,4.214177320667443,0.0,0.0,23.0
38.0,0.0,3.96558393572778,0.0,0.0,3.0
38.0,0.0,3.96558393572778,0.0,0.0,13.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
50.0,0.0,4.079079570624174,1.0,0.0,10.0
36.0,0.0,4.027719015921097,0.0,0.0,4.0
36.0,0.0,4.027719015921097,0.0,0.0,16.0
22.0,0.0,3.481714572986073,0.0,0.0,9.0
36.0,0.0,4.027719015921097,0.0,0.0,22.0
38.0,0.0,3.96558393572778,0.0,0.0,24.0
38.0,0.0,3.96558393572778,0.0,0.0,8.0
32.0,0.0,3.715018266288633,0.0,0.0,11.0
51.0,0.0,4.083492745115469,1.0,0.0,23.0
36.0,0.0,4.027719015921097,0.0,0.0,16.0
29.0,0.0,3.978333581185264,0.0,0.0,8.0
22.0,0.0,3.481714572986073,0.0,0.0,18.0
36.0,0.0,4.027719015921097,0.0,0.0,21.0
36.0,0.0,3.948420322246837,0.0,0.0,5.0
35.0,0.0,3.8728782040581913,0.0,0.0,4.0
22.0,0.0,3.481714572986073,0.0,0.0,4.0
51.0,0.0,4.177546303588604,1.0,0.0,19.0
50.0,0.0,4.214177320667443,0.0,0.0,15.0
37.0,62.0,4.715476576267442,0.0,0.0,20.0
29.0,0.0,3.978333581185264,0.0,0.0,25.0
37.0,62.0,4.715476576267442,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,3.0
50.0,0.0,4.214177320667443,0.0,0.0,10.0
38.0,0.0,3.96558393572778,0.0,0.0,10.0
32.0,0.0,3.715018266288633,0.0,0.0,19.0
29.0,0.0,3.978333581185264,0.0,0.0,17.0
22.0,0.0,3.481714572986073,0.0,0.0,19.0
38.0,0.0,4.0380809752583975,0.0,0.0,24.0
38.0,0.0,3.8930868961971625,0.0,0.0,13.0
37.0,0.0,3.9669082723576783,0.0,0.0,19.0
37.0,0.0,3.9669082723576783,0.0,0.0,10.0
22.0,0.0,3.481714572986073,0.0,0.0,24.0
38.0,0.0,3.96558393572778,0.0,0.0,19.0
38.0,0.0,3.96558393572778,0.0,0.0,17.0
36.0,0.0,4.027719015921097,0.0,0.0,8.0
50.0,0.0,4.214177320667443,0.0,0.0,23.0
50.0,0.0,4.214177320667443,0.0,0.0,17.0
22.0,0.0,3.481714572986073,0.0,0.0,7.0
35.0,0.0,3.794167132567807,0.0,0.0,5.0
22.0,0.0,3.481714572986073,0.0,0.0,16.0
22.0,0.0,3.481714572986073,0.0,0.0,17.0
50.0,0.0,4.214177320667443,0.0,0.0,13.0
32.0,0.0,3.715018266288633,0.0,0.0,25.0
37.0,62.0,4.715476576267442,0.0,0.0,12.0
37.0,62.0,4.715476576267442,0.0,0.0,19.0
37.0,62.0,4.675072535863402,0.0,0.0,6.0
36.0,0.0,4.027719015921097,0.0,0.0,24.0
37.0,62.0,4.715476576267442,0.0,0.0,8.0
36.0,0.0,4.027719015921097,0.0,0.0,18.0
32.0,0.0,3.715018266288633,0.0,0.0,15.0
38.0,0.0,3.912952356780411,0.0,0.0,5.0
50.0,0.0,4.214177320667443,0.0,0.0,14.0
22.0,0.0,3.481714572986073,0.0,0.0,12.0
36.0,0.0,4.027719015921097,0.0,0.0,22.0
36.0,0.0,4.027719015921097,0.0,0.0,19.0
36.0,0.0,4.027719015921097,0.0,0.0,18.0
29.0,0.0,3.978333581185264,0.0,0.0,18.0
38.0,0.0,3.96558393572778,0.0,0.0,24.0
38.0,0.0,3.96558393572778,0.0,0.0,24.0
22.0,0.0,3.481714572986073,0.0,0.0,12.0
37.0,62.0,4.715476576267442,0.0,0.0,11.0
32.0,0.0,3.715018266288633,0.0,0.0,21.0
32.0,0.0,3.715018266288633,0.0,0.0,13.0
29.0,0.0,3.978333581185264,0.0,0.0,15.0
37.0,62.0,4.715476576267442,0.0,0.0,18.0
22.0,0.0,3.481714572986073,0.0,0.0,7.0
37.0,62.0,4.715476576267442,0.0,0.0,17.0
38.0,0.0,3.96558393572778,0.0,0.0,15.0
22.0,0.0,3.481714572986073,0.0,0.0,18.0
37.0,62.0,4.715476576267442,0.0,0.0,17.0
36.0,0.0,3.948420322246837,0.0,0.0,24.0
50.0,0.0,4.214177320667443,0.0,0.0,13.0
38.0,0.0,4.0380809752583975,0.0,0.0,21.0
51.0,0.0,4.177546303588604,1.0,0.0,8.0
50.0,0.0,4.214177320667443,0.0,0.0,14.0
36.0,0.0,4.027719015921097,0.0,0.0,10.0
38.0,0.0,3.912952356780411,0.0,0.0,12.0
37.0,0.0,3.9669082723576783,0.0,0.0,13.0
29.0,0.0,3.978333581185264,0.0,0.0,10.0
38.0,0.0,3.96558393572778,0.0,0.0,14.0
38.0,0.0,3.96558393572778,0.0,0.0,17.0
38.0,0.0,3.893086896197162,0.0,0.0,6.0
22.0,0.0,3.481714572986073,0.0,0.0,9.0
22.0,0.0,3.481714572986073,0.0,0.0,3.0
29.0,0.0,3.978333581185264,0.0,0.0,4.0
37.0,62.0,4.715476576267442,0.0,0.0,23.0
50.0,0.0,4.214177320667443,0.0,0.0,15.0
36.0,0.0,4.027719015921097,0.0,0.0,8.0
38.0,0.0,3.96558393572778,0.0,0.0,11.0
22.0,0.0,3.481714572986073,0.0,0.0,11.0
22.0,0.0,3.481714572986073,0.0,0.0,24.0
36.0,0.0,4.027719015921097,0.0,0.0,11.0
38.0,0.0,3.96558393572778,0.0,0.0,10.0
32.0,0.0,3.715018266288633,0.0,0.0,25.0
22.0,0.0,3.481714572986073,0.0,0.0,16.0
36.0,0.0,4.027719015921097,0.0,0.0,17.0
38.0,0.0,4.0380809752583975,0.0,0.0,13.0
53.0,0.0,4.251716096874001,1.0,0.0,12.0
37.0,0.0,3.8924518533802868,0.0,0.0,6.0
38.0,0.0,3.96558393572778,0.0,0.0,8.0
38.0,0.0,3.96558393572778,0.0,0.0,3.0
36.0,0.0,3.8718956694089632,0.0,0.0,3.0
29.0,0.0,3.978333581185264,0.0,0.0,18.0
35.0,0.0,3.8728782040581913,0.0,0.0,5.0
38.0,0.0,4.0380809752583975,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,9.0
32.0,0.0,3.715018266288633,0.0,0.0,20.0
38.0,0.0,3.96558393572778,0.0,0.0,9.0
50.0,0.0,4.214177320667443,0.0,0.0,20.0
38.0,0.0,3.96558393572778,0.0,0.0,24.0
38.0,0.0,4.0380809752583975,0.0,0.0,5.0
29.0,0.0,3.978333581185264,0.0,0.0,7.0
38.0,0.0,3.893086896197162,0.0,0.0,12.0
35.0,0.0,3.8728782040581913,0.0,0.0,13.0
37.0,0.0,3.9669082723576783,0.0,0.0,15.0
29.0,0.0,3.978333581185264,0.0,0.0,15.0
38.0,0.0,3.96558393572778,0.0,0.0,21.0
29.0,0.0,3.978333581185264,0.0,0.0,4.0
29.0,0.0,3.978333581185264,0.0,0.0,14.0
29.0,0.0,3.978333581185264,0.0,0.0,25.0
22.0,0.0,3.481714572986073,0.0,0.0,8.0
50.0,0.0,4.214177320667443,0.0,0.0,13.0
37.0,62.0,4.675072535863402,0.0,0.0,4.0
29.0,0.0,3.978333581185264,0.0,0.0,10.0
36.0,0.0,4.027719015921097,0.0,0.0,23.0
37.0,0.0,3.8924518533802868,0.0,0.0,13.0
38.0,0.0,3.96558393572778,0.0,0.0,23.0
29.0,0.0,3.978333581185264,0.0,0.0,18.0
36.0,0.0,4.027719015921097,0.0,0.0,18.0
22.0,0.0,3.481714572986073,0.0,0.0,11.0
38.0,0.0,3.985449396311029,0.0,0.0,8.0
38.0,0.0,3.985449396311029,0.0,0.0,14.0
50.0,0.0,4.101984511178706,1.0,0.0,15.0
37.0,60.0,4.667189910873678,0.0,0.0,13.0
22.0,0.0,3.481714572986073,0.0,0.0,24.0
37.0,62.0,4.675072535863402,0.0,0.0,7.0
38.0,0.0,3.893086896197162,0.0,0.0,15.0
50.0,0.0,4.214177320667443,0.0,0.0,19.0
22.0,0.0,3.481714572986073,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,12.0
38.0,0.0,3.96558393572778,0.0,0.0,25.0
37.0,0.0,3.8924518533802868,0.0,0.0,13.0
38.0,0.0,3.96558393572778,0.0,0.0,11.0
38.0,0.0,3.893086896197162,0.0,0.0,5.0
22.0,0.0,3.481714572986073,0.0,0.0,25.0
50.0,0.0,4.073786320494365,1.0,0.0,16.0
36.0,0.0,4.027719015921097,0.0,0.0,24.0
38.0,0.0,3.96558393572778,0.0,0.0,6.0
38.0,0.0,4.0380809752583975,0.0,0.0,8.0
37.0,62.0,4.715476576267442,0.0,0.0,5.0
53.0,0.0,4.251716096874001,1.0,0.0,4.0
22.0,0.0,3.481714572986073,0.0,0.0,23.0
38.0,0.0,3.96558393572778,0.0,0.0,23.0
38.0,0.0,3.96558393572778,0.0,0.0,10.0
37.0,0.0,3.8924518533802868,0.0,0.0,12.0
37.0,0.0,3.8924518533802868,0.0,0.0,7.0
38.0,0.0,3.96558393572778,0.0,0.0,13.0
37.0,62.0,4.675072535863402,0.0,0.0,11.0
53.0,0.0,4.131630663353241,1.0,0.0,17.0
36.0,0.0,4.027719015921097,0.0,0.0,21.0
38.0,0.0,3.96558393572778,0.0,0.0,15.0
36.0,0.0,3.948420322246837,0.0,0.0,5.0
29.0,0.0,3.978333581185264,0.0,0.0,24.0
36.0,0.0,3.948420322246837,0.0,0.0,9.0
36.0,0.0,3.948420322246837,0.0,0.0,19.0
38.0,0.0,3.96558393572778,0.0,0.0,17.0
38.0,0.0,3.8930868961971625,0.0,0.0,13.0
37.0,62.0,4.715476576267442,0.0,0.0,11.0
32.0,0.0,3.715018266288633,0.0,0.0,22.0
32.0,0.0,3.715018266288633,0.0,0.0,18.0
50.0,0.0,4.214177320667443,0.0,0.0,7.0
50.0,0.0,4.214177320667443,0.0,0.0,15.0
36.0,0.0,3.8928647666912815,0.0,0.0,10.0
22.0,0.0,3.481714572986073,0.0,0.0,25.0
38.0,0.0,3.985449396311029,0.0,0.0,19.0
38.0,0.0,3.985449396311029,0.0,0.0,3.0
50.0,0.0,4.214177320667443,0.0,0.0,11.0
50.0,0.0,4.214177320667443,0.0,0.0,8.0
38.0,0.0,3.96558393572778,0.0,0.0,19.0
22.0,0.0,3.481714572986073,0.0,0.0,6.0
36.0,0.0,4.027719015921097,0.0,0.0,14.0
37.0,0.0,3.9669082723576783,0.0,0.0,11.0
32.0,0.0,3.715018266288633,0.0,0.0,3.0
22.0,0.0,3.481714572986073,0.0,0.0,6.0
50.0,0.0,4.214177320667443,0.0,0.0,22.0
50.0,0.0,4.214177320667443,0.0,0.0,25.0
32.0,0.0,3.715018266288633,0.0,0.0,13.0
36.0,0.0,4.027719015921097,0.0,0.0,24.0
37.0,0.0,3.9669082723576783,0.0,0.0,20.0
29.0,0.0,3.978333581185264,0.0,0.0,18.0
37.0,0.0,3.8924518533802868,0.0,0.0,10.0
37.0,60.0,4.667189910873678,0.0,0.0,22.0
38.0,0.0,3.96558393572778,0.0,0.0,13.0
22.0,0.0,3.481714572986073,0.0,0.0,4.0
29.0,0.0,3.978333581185264,0.0,0.0,4.0
50.0,0.0,4.101984511178706,1.0,0.0,16.0
38.0,0.0,3.985449396311029,0.0,0.0,9.0
22.0,0.0,3.481714572986073,0.0,0.0,20.0
32.0,0.0,3.715018266288633,0.0,0.0,21.0
50.0,0.0,4.105979129983101,1.0,0.0,6.0
50.0,0.0,4.174177320667442,1.0,0.0,20.0
48.0,0.0,4.204986855772667,1.0,0.0,19.0
36.0,0.0,3.8718956694089632,0.0,0.0,23.0
38.0,0.0,3.96558393572778,0.0,0.0,4.0
50.0,0.0,4.214177320667443,0.0,0.0,3.0
50.0,0.0,4.098688570451095,1.0,0.0,12.0
32.0,0.0,3.715018266288633,0.0,0.0,15.0
38.0,0.0,3.96558393572778,0.0,0.0,3.0
36.0,0.0,3.948420322246837,0.0,0.0,25.0
50.0,0.0,4.101984511178706,1.0,0.0,12.0
38.0,0.0,3.893086896197162,0.0,0.0,5.0
36.0,0.0,4.027719015921097,0.0,0.0,8.0
49.0,0.0,4.224118711718932,1.0,0.0,3.0
50.0,0.0,4.214177320667443,0.0,0.0,8.0
37.0,62.0,4.715476576267442,0.0,0.0,16.0
38.0,0.0,3.96558393572778,0.0,0.0,3.0
36.0,0.0,3.948420322246837,0.0,0.0,3.0
50.0,0.0,4.098688570451095,1.0,0.0,6.0
22.0,0.0,3.481714572986073,0.0,0.0,25.0
38.0,0.0,4.0380809752583975,0.0,0.0,15.0
36.0,0.0,3.948420322246837,0.0,0.0,25.0
38.0,0.0,3.96558393572778,0.0,0.0,6.0
29.0,0.0,3.978333581185264,0.0,0.0,14.0
36.0,0.0,4.027719015921097,0.0,0.0,25.0
32.0,0.0,3.715018266288633,0.0,0.0,7.0
22.0,0.0,3.481714572986073,0.0,0.0,24.0
29.0,0.0,3.978333581185264,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,21.0
36.0,0.0,3.948420322246837,0.0,0.0,12.0
36.0,0.0,3.8718956694089632,0.0,0.0,8.0
36.0,0.0,3.948420322246837,0.0,0.0,11.0
50.0,0.0,4.214177320667443,0.0,0.0,10.0
22.0,0.0,3.481714572986073,0.0,0.0,6.0
32.0,0.0,3.715018266288633,0.0,0.0,10.0
37.0,62.0,4.715476576267442,0.0,0.0,24.0
50.0,0.0,4.214177320667443,0.0,0.0,25.0
36.0,0.0,4.027719015921097,0.0,0.0,24.0
32.0,0.0,3.715018266288633,0.0,0.0,13.0
32.0,0.0,3.715018266288633,0.0,0.0,14.0
38.0,0.0,3.96558393572778,0.0,0.0,8.0
32.0,0.0,3.715018266288633,0.0,0.0,10.0
38.0,0.0,3.96558393572778,0.0,0.0,23.0
32.0,0.0,3.715018266288633,0.0,0.0,20.0
37.0,0.0,3.9669082723576783,0.0,0.0,25.0
38.0,0.0,3.96558393572778,0.0,0.0,12.0
37.0,60.0,4.667189910873677,0.0,0.0,15.0
36.0,0.0,4.027719015921097,0.0,0.0,4.0
22.0,0.0,3.481714572986073,0.0,0.0,25.0
37.0,62.0,4.675072535863402,0.0,0.0,23.0
22.0,0.0,3.481714572986073,0.0,0.0,25.0
32.0,0.0,3.715018266288633,0.0,0.0,12.0
38.0,0.0,3.96558393572778,0.0,0.0,21.0
22.0,0.0,3.481714572986073,0.0,0.0,12.0
36.0,0.0,4.027719015921097,0.0,0.0,11.0
36.0,0.0,4.027719015921097,0.0,0.0,16.0
49.0,0.0,4.224118711718932,1.0,0.0,14.0
38.0,0.0,3.96558393572778,0.0,0.0,7.0
53.0,0.0,4.251716096874001,1.0,0.0,20.0
22.0,0.0,3.481714572986073,0.0,0.0,4.0
32.0,0.0,3.715018266288633,0.0,0.0,14.0
36.0,0.0,3.948420322246837,0.0,0.0,3.0
50.0,0.0,4.079079570624174,1.0,0.0,21.0
50.0,0.0,4.105979129983101,1.0,0.0,15.0
51.0,0.0,4.185200411932979,1.0,0.0,21.0
32.0,0.0,3.715018266288633,0.0,0.0,10.0
32.0,0.0,3.715018266288633,0.0,0.0,22.0
36.0,0.0,4.027719015921097,0.0,0.0,12.0
38.0,0.0,3.96558393572778,0.0,0.0,21.0
36.0,0.0,3.948420322246837,0.0,0.0,18.0
38.0,0.0,4.0380809752583975,0.0,0.0,24.0
32.0,0.0,3.715018266288633,0.0,0.0,13.0
22.0,0.0,3.481714572986073,0.0,0.0,24.0
